Id,Date,TotalSteps,TotalDistancePerDay,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4445114986,2016-04-26,6326,4.41,0.00,2.41,0.04,1.96,0.00,29.00,1.00,180.00,839,2291
4558609924,2016-04-26,9148,6.05,0.00,0.43,2.03,3.59,0.00,12.00,41.00,283.00,1062,2223
4702921684,2016-04-26,6108,4.95,0.00,0.07,0.35,4.54,0.00,1.00,8.00,216.00,765,2784
5553957443,2016-04-26,11886,7.76,0.00,2.37,0.93,4.46,0.00,40.00,18.00,238.00,750,2093
5577150313,2016-04-26,5325,3.98,0.00,0.85,0.65,2.47,0.00,38.00,32.00,181.00,759,3088
6117666160,2016-04-26,9543,7.21,0.00,0.00,0.34,6.87,0.00,0.00,7.00,352.00,1077,2450
6290855005,2016-04-26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2060
6775888955,2016-04-26,7091,5.27,1.96,3.48,0.87,0.73,0.00,42.00,30.00,47.00,1321,2584
6962181067,2016-04-26,10433,6.90,0.00,2.58,0.42,3.90,0.00,36.00,7.00,254.00,680,2012
7007744171,2016-04-26,15090,10.10,0.00,0.93,0.94,8.23,0.00,16.00,22.00,424.00,978,2939
7086361926,2016-04-26,10387,7.07,0.00,4.16,0.77,2.12,0.00,70.00,33.00,132.00,726,2781
8053475328,2016-04-26,12685,9.62,0.00,6.31,0.20,3.10,0.00,68.00,5.00,185.00,1182,2846
8253242879,2016-04-26,4562,3.04,0.00,1.18,0.49,1.37,0.00,19.00,14.00,108.00,1299,1813
8378563200,2016-04-26,16208,12.85,0.00,7.51,0.92,4.42,0.00,90.00,18.00,161.00,593,3763
8583815059,2016-04-26,10499,8.19,0.00,0.07,4.22,3.89,0.00,1.00,91.00,214.00,1134,3093
8792009665,2016-04-26,1321,0.85,0.00,0.00,0.00,0.85,0.00,0.00,0.00,80.00,1360,1928
8877689391,2016-04-26,11101,8.43,0.00,1.76,0.13,6.50,0.00,22.00,3.00,258.00,1157,2860
1503960366,2016-04-27,18134,12.21,0.00,6.40,0.41,5.41,0.00,78.00,11.00,243.00,1108,2159
1624580081,2016-04-27,8367,5.44,0.00,1.11,1.87,2.46,0.00,17.00,36.00,154.00,1233,1670
1644430081,2016-04-27,3032,2.20,0.00,0.00,0.00,2.20,0.00,0.00,0.00,118.00,1322,2489
1844505072,2016-04-27,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1439,1348
1927972279,2016-04-27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2063
2022484408,2016-04-27,10159,7.13,0.00,1.04,0.97,5.12,0.00,19.00,20.00,282.00,1119,2463
2026352035,2016-04-27,6088,3.77,0.00,0.00,0.00,3.77,0.00,0.00,0.00,286.00,586,1593
2320127002,2016-04-27,1715,1.16,0.00,0.00,0.00,1.16,0.00,0.00,0.00,82.00,1358,1481
2347167796,2016-04-27,11423,7.58,0.00,1.86,0.40,5.32,0.00,26.00,9.00,295.00,623,2194
2873212765,2016-04-27,3516,2.36,0.00,0.00,0.00,2.36,0.00,46.00,0.00,197.00,1197,1966
3372868164,2016-04-27,7904,5.42,0.00,1.58,0.63,3.19,0.01,24.00,13.00,346.00,1057,2095
3977333714,2016-04-27,7193,5.04,0.00,0.00,0.42,4.62,0.00,0.00,10.00,176.00,714,1377
4020332650,2016-04-27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1980
4319703577,2016-04-27,10780,7.23,0.00,0.41,1.92,4.91,0.00,6.00,47.00,300.00,680,2324
4388161847,2016-04-27,11193,8.61,0.00,0.70,2.51,5.39,0.00,11.00,48.00,241.00,684,3074
4445114986,2016-04-27,7243,5.03,0.00,2.62,0.03,2.38,0.00,32.00,1.00,194.00,839,2361
4558609924,2016-04-27,9557,6.32,0.00,1.96,0.89,3.46,0.00,27.00,14.00,312.00,1087,2098
4702921684,2016-04-27,7047,5.72,0.00,0.09,0.80,4.78,0.00,1.00,16.00,238.00,733,2908
5553957443,2016-04-27,10538,6.88,0.00,1.14,1.00,4.74,0.00,16.00,16.00,206.00,745,1922
5577150313,2016-04-27,6805,5.14,0.00,1.81,0.40,2.93,0.00,63.00,16.00,190.00,773,3294
6117666160,2016-04-27,9411,7.11,0.00,0.00,0.00,7.11,0.00,0.00,0.00,458.00,417,2576
6290855005,2016-04-27,5565,4.21,0.00,0.00,0.00,4.18,0.03,0.00,0.00,287.00,1153,2743
6775888955,2016-04-27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1841
6962181067,2016-04-27,10320,6.82,0.00,0.55,2.02,4.25,0.00,7.00,38.00,279.00,697,2034
7007744171,2016-04-27,13541,10.22,4.89,4.27,0.66,5.29,0.00,50.00,12.00,337.00,1041,2830
7086361926,2016-04-27,11107,8.34,0.00,5.63,0.18,2.53,0.00,55.00,6.00,145.00,829,2693
8053475328,2016-04-27,12422,9.82,0.00,6.46,0.43,2.93,0.00,60.00,10.00,183.00,1187,2852
8253242879,2016-04-27,10232,8.18,0.00,6.24,0.23,1.70,0.00,45.00,5.00,104.00,1286,2008
8378563200,2016-04-27,7359,5.84,0.00,0.33,0.18,5.33,0.00,4.00,4.00,192.00,676,3061
8583815059,2016-04-27,12474,9.73,0.00,6.60,0.27,2.87,0.00,77.00,5.00,129.00,1229,3142
8792009665,2016-04-27,1758,1.13,0.00,0.00,0.00,1.13,0.00,0.00,0.00,112.00,900,2067
8877689391,2016-04-27,23629,20.65,0.00,13.07,0.44,7.10,0.00,93.00,8.00,235.00,1104,3808
1503960366,2016-04-28,13154,8.53,0.00,3.54,1.16,3.79,0.00,48.00,28.00,189.00,782,1898
1624580081,2016-04-28,2759,1.79,0.00,0.00,0.20,1.60,0.00,0.00,5.00,115.00,1320,1401
1644430081,2016-04-28,9405,6.84,0.00,0.20,2.32,4.31,0.00,3.00,53.00,227.00,1157,3108
1844505072,2016-04-28,6907,4.57,0.00,0.00,0.00,4.56,0.00,0.00,0.00,302.00,1138,1992
1927972279,2016-04-28,1675,1.16,0.00,0.00,0.00,1.16,0.00,0.00,0.00,95.00,1167,2351
2022484408,2016-04-28,10140,7.12,0.00,0.41,1.33,5.39,0.00,6.00,20.00,291.00,1123,2296
2026352035,2016-04-28,6375,3.95,0.00,0.00,0.00,3.95,0.00,0.00,0.00,331.00,626,1649
2320127002,2016-04-28,1532,1.03,0.00,0.00,0.00,1.03,0.00,0.00,0.00,76.00,1364,1473
2347167796,2016-04-28,5439,3.60,0.00,0.00,0.00,3.60,0.00,0.00,0.00,229.00,764,1854
2873212765,2016-04-28,7913,5.41,0.00,2.16,0.34,2.91,0.00,28.00,7.00,213.00,1192,1835
3372868164,2016-04-28,5512,3.76,0.00,0.00,0.00,3.76,0.00,0.00,0.00,385.00,1055,1972
3977333714,2016-04-28,7114,4.88,0.00,1.37,0.29,3.22,0.00,15.00,8.00,190.00,804,1407
4020332650,2016-04-28,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1980
4319703577,2016-04-28,10817,7.28,0.00,1.01,0.33,5.94,0.00,13.00,8.00,359.00,552,2367
4388161847,2016-04-28,10074,7.75,0.00,1.29,0.43,6.03,0.00,19.00,9.00,234.00,878,2969
4445114986,2016-04-28,4493,3.01,0.00,0.00,0.00,3.01,0.00,0.00,0.00,236.00,762,2203
4558609924,2016-04-28,9451,6.25,0.00,0.02,0.27,5.95,0.00,1.00,11.00,367.00,985,2185
4702921684,2016-04-28,9023,7.32,0.00,1.13,0.42,5.77,0.00,14.00,9.00,232.00,738,3033
5553957443,2016-04-28,11393,7.63,0.00,3.71,0.75,3.17,0.00,49.00,13.00,165.00,727,1999
5577150313,2016-04-28,9841,7.43,0.00,3.25,1.17,3.01,0.00,99.00,51.00,141.00,692,3580
6117666160,2016-04-28,3403,2.60,0.00,0.00,0.00,2.60,0.00,0.00,0.00,141.00,758,1879
6290855005,2016-04-28,5731,4.33,0.00,0.00,0.00,4.33,0.00,0.00,0.00,255.00,1185,2687
6775888955,2016-04-28,703,0.50,0.00,0.06,0.20,0.24,0.00,2.00,13.00,15.00,1410,1993
6962181067,2016-04-28,12627,8.35,0.00,2.51,0.24,5.59,0.00,38.00,8.00,288.00,621,2182
7007744171,2016-04-28,15128,10.12,0.00,1.09,0.77,8.26,0.00,16.00,16.00,401.00,1007,2836
7086361926,2016-04-28,11584,7.80,0.00,2.79,1.64,3.36,0.00,54.00,48.00,161.00,810,2862
8053475328,2016-04-28,15447,12.40,0.00,9.67,0.39,2.35,0.00,90.00,9.00,153.00,1188,3062
8253242879,2016-04-28,2718,1.80,0.00,0.67,0.78,0.34,0.00,11.00,16.00,20.00,1393,1580
8378563200,2016-04-28,5417,4.30,0.00,0.90,0.49,2.91,0.00,11.00,10.00,139.00,711,2884
8583815059,2016-04-28,6174,4.82,0.00,0.00,1.20,3.61,0.00,0.00,28.00,203.00,1209,2757
8792009665,2016-04-28,6157,3.94,0.00,0.00,0.00,3.94,0.00,0.00,0.00,310.00,714,2780
8877689391,2016-04-28,14890,11.30,0.00,4.93,0.38,5.97,0.00,58.00,8.00,231.00,1143,3060
1503960366,2016-04-29,11181,7.15,0.00,1.06,0.50,5.58,0.00,16.00,12.00,243.00,815,1837
1624580081,2016-04-29,2390,1.55,0.00,0.00,0.00,1.55,0.00,0.00,0.00,150.00,1290,1404
1644430081,2016-04-29,3176,2.31,0.00,0.00,0.00,2.31,0.00,0.00,0.00,120.00,1193,2498
1844505072,2016-04-29,4920,3.25,0.00,0.00,0.00,3.25,0.00,0.00,0.00,247.00,1082,1856
1927972279,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2063
2022484408,2016-04-29,10245,7.19,0.00,0.48,1.21,5.50,0.00,21.00,40.00,281.00,1098,2611
2026352035,2016-04-29,7604,4.71,0.00,0.00,0.00,4.71,0.00,0.00,0.00,352.00,492,1692
2320127002,2016-04-29,924,0.62,0.00,0.00,0.00,0.62,0.00,0.00,0.00,45.00,1395,1410
2347167796,2016-04-29,42,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,4.00,2,403
2873212765,2016-04-29,7365,4.95,0.00,1.36,1.41,2.18,0.00,20.00,23.00,206.00,1191,1780
3372868164,2016-04-29,9135,6.23,0.00,0.00,0.00,6.22,0.01,0.00,0.00,402.00,1038,2044
3977333714,2016-04-29,10645,7.75,0.00,3.74,1.30,2.71,0.00,36.00,32.00,150.00,744,1545
4020332650,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1980
4319703577,2016-04-29,7990,5.36,0.00,0.45,0.79,4.12,0.00,6.00,18.00,289.00,624,2175
4388161847,2016-04-29,9232,7.10,0.00,0.80,0.89,5.42,0.00,13.00,16.00,236.00,1175,2979
4445114986,2016-04-29,4676,3.14,0.00,0.00,0.00,3.13,0.00,0.00,0.00,226.00,1106,2196
4558609924,2016-04-29,7833,5.18,0.00,1.02,1.85,2.31,0.00,15.00,29.00,197.00,1096,1918
4702921684,2016-04-29,9930,8.05,0.00,1.06,0.92,6.07,0.00,12.00,19.00,267.00,692,3165
5553957443,2016-04-29,12764,8.33,0.00,2.79,0.64,4.91,0.00,46.00,15.00,270.00,709,2169
5577150313,2016-04-29,7924,5.92,0.00,2.84,0.61,2.47,0.00,97.00,36.00,165.00,739,3544
6117666160,2016-04-29,9592,7.24,0.00,0.00,0.00,7.24,0.00,0.00,0.00,461.00,479,2560
6290855005,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2060
6775888955,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1841
6962181067,2016-04-29,10762,7.11,0.00,0.82,0.48,5.81,0.00,12.00,15.00,369.00,645,2254
7007744171,2016-04-29,20067,14.30,4.91,4.31,2.05,7.95,0.00,55.00,42.00,382.00,961,3180
7086361926,2016-04-29,7881,4.95,0.00,0.49,0.45,4.00,0.00,24.00,36.00,182.00,1198,2616
8053475328,2016-04-29,12315,9.65,0.00,6.17,0.31,3.17,0.00,58.00,8.00,159.00,1215,2794
8253242879,2016-04-29,6260,4.26,0.00,1.29,0.54,2.40,0.00,16.00,14.00,136.00,1257,1854
8378563200,2016-04-29,6175,4.90,0.00,0.25,0.36,4.27,0.00,3.00,7.00,172.00,767,2982
8583815059,2016-04-29,15168,11.83,0.00,3.90,3.00,4.92,0.00,46.00,67.00,258.00,1069,3513
8792009665,2016-04-29,8360,5.35,0.00,0.14,0.28,4.93,0.00,6.00,14.00,380.00,634,3101
8877689391,2016-04-29,9733,7.39,0.00,1.38,0.17,5.79,0.00,18.00,5.00,210.00,1207,2698
1503960366,2016-04-30,14673,9.25,0.00,3.56,1.42,4.27,0.00,52.00,34.00,217.00,712,1947
1624580081,2016-04-30,6474,4.30,0.00,0.90,1.28,2.12,0.01,11.00,23.00,224.00,1182,1655
1644430081,2016-04-30,18213,13.24,0.00,0.63,3.14,9.46,0.00,9.00,71.00,402.00,816,3846
1844505072,2016-04-30,4014,2.67,0.00,0.00,0.00,2.65,0.00,0.00,0.00,184.00,218,1763
1927972279,2016-04-30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2064
2022484408,2016-04-30,18387,12.91,0.00,0.94,1.40,10.57,0.00,13.00,23.00,361.00,1043,2732
2026352035,2016-04-30,4729,2.93,0.00,0.00,0.00,2.93,0.00,0.00,0.00,233.00,594,1506
2320127002,2016-04-30,4571,3.08,0.00,0.00,0.00,3.07,0.00,0.00,0.00,234.00,1206,1779
2873212765,2016-04-30,8452,5.68,0.00,0.33,1.08,4.26,0.01,5.00,20.00,248.00,1167,1830
3372868164,2016-04-30,5250,3.58,0.00,1.06,0.09,2.42,0.01,17.00,4.00,300.00,1119,1946
3977333714,2016-04-30,13238,9.20,0.00,3.69,2.10,3.41,0.00,43.00,52.00,194.00,687,1650
4020332650,2016-04-30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1980
4319703577,2016-04-30,8221,5.52,0.00,0.40,1.61,3.51,0.00,6.00,38.00,196.00,695,2092
4388161847,2016-04-30,12533,9.64,0.00,0.70,2.00,6.94,0.00,14.00,43.00,300.00,537,3283
4445114986,2016-04-30,6222,4.18,0.00,0.00,0.00,4.18,0.00,0.00,0.00,290.00,797,2363
4558609924,2016-04-30,10319,6.82,0.00,0.47,1.89,4.46,0.00,7.00,29.00,293.00,1111,2105
4702921684,2016-04-30,10144,8.23,0.00,0.32,2.03,5.88,0.00,4.00,36.00,263.00,728,3115
5553957443,2016-04-30,1202,0.78,0.00,0.00,0.00,0.78,0.00,0.00,0.00,84.00,506,1463
5577150313,2016-04-30,12363,9.24,0.00,5.83,0.79,2.61,0.00,207.00,45.00,163.00,621,4501
6117666160,2016-04-30,6987,5.28,0.00,0.00,0.00,5.28,0.00,0.00,0.00,343.00,1040,2275
6290855005,2016-04-30,6744,5.10,0.00,0.00,0.00,5.09,0.01,0.00,0.00,324.00,1116,2843
6775888955,2016-04-30,2503,1.79,0.00,0.16,0.16,1.48,0.00,3.00,9.00,84.00,1344,2280
6962181067,2016-04-30,10081,6.66,0.00,2.24,0.76,3.67,0.00,32.00,16.00,237.00,731,2002
7007744171,2016-04-30,3761,2.52,0.00,0.00,0.00,2.52,0.00,0.00,0.00,200.00,1240,2051
7086361926,2016-04-30,14560,9.41,0.00,3.12,1.04,5.24,0.00,42.00,17.00,308.00,584,2995
8053475328,2016-04-30,7135,5.59,0.00,2.99,0.06,2.54,0.00,27.00,1.00,131.00,1281,2408
8253242879,2016-04-30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,0
8378563200,2016-04-30,2946,2.34,0.00,0.00,0.00,2.34,0.00,0.00,0.00,121.00,780,2660
8583815059,2016-04-30,10085,7.87,0.00,0.15,1.28,6.43,0.00,2.00,28.00,317.00,1093,3164
8792009665,2016-04-30,7174,4.59,0.00,0.33,0.36,3.91,0.00,10.00,20.00,301.00,749,2896
8877689391,2016-04-30,27745,26.72,0.00,21.66,0.08,4.93,0.00,124.00,4.00,223.00,1089,4398
1503960366,2016-05-01,10602,6.81,0.00,2.29,1.60,2.92,0.00,33.00,35.00,246.00,730,1820
1624580081,2016-05-01,36019,28.03,0.00,21.92,4.19,1.91,0.02,186.00,63.00,171.00,1020,2690
1644430081,2016-05-01,6132,4.46,0.00,0.24,0.99,3.23,0.00,3.00,24.00,146.00,908,2696
1844505072,2016-05-01,2573,1.70,0.00,0.00,0.26,1.45,0.00,0.00,7.00,75.00,585,1541
1927972279,2016-05-01,2704,1.87,0.00,1.01,0.03,0.83,0.00,14.00,1.00,70.00,1355,2411
2022484408,2016-05-01,10538,7.40,0.00,1.94,0.96,4.50,0.00,25.00,28.00,245.00,1142,2380
2026352035,2016-05-01,3609,2.28,0.00,0.00,0.00,2.28,0.00,0.00,0.00,191.00,716,1447
2320127002,2016-05-01,772,0.52,0.00,0.00,0.00,0.52,0.00,0.00,0.00,40.00,1400,1403
2873212765,2016-05-01,7399,4.97,0.00,0.49,1.04,3.44,0.00,7.00,18.00,196.00,1219,1739
3372868164,2016-05-01,3077,2.10,0.00,0.00,0.00,2.09,0.00,0.00,0.00,172.00,842,1237
3977333714,2016-05-01,10414,7.07,0.00,2.67,1.98,2.41,0.00,41.00,40.00,124.00,691,1501
4020332650,2016-05-01,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1980
4319703577,2016-05-01,1251,0.84,0.00,0.00,0.00,0.84,0.00,0.00,0.00,67.00,836,1593
4388161847,2016-05-01,10255,7.89,0.00,1.01,0.68,6.20,0.00,12.00,15.00,241.00,579,2926
4445114986,2016-05-01,5232,3.51,0.00,0.00,0.00,3.51,0.00,0.00,0.00,240.00,741,2246
4558609924,2016-05-01,3428,2.27,0.00,0.00,0.00,2.27,0.00,0.00,0.00,190.00,1121,1692
4702921684,2016-05-01,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2017
5553957443,2016-05-01,5164,3.37,0.00,0.00,0.00,3.37,0.00,0.00,0.00,237.00,436,1747
5577150313,2016-05-01,13368,9.99,0.00,5.31,1.44,3.24,0.00,194.00,72.00,178.00,499,4546
6117666160,2016-05-01,8915,6.73,0.00,0.00,0.00,6.73,0.00,0.00,0.00,397.00,525,2361
6290855005,2016-05-01,9837,7.44,0.00,0.66,2.75,4.00,0.02,8.00,95.00,282.00,1055,3327
6775888955,2016-05-01,2487,1.78,0.00,0.48,0.62,0.68,0.00,9.00,34.00,50.00,1347,2319
6962181067,2016-05-01,5454,3.61,0.00,0.00,0.00,3.61,0.00,0.00,0.00,215.00,722,1740
7007744171,2016-05-01,5600,3.75,0.00,0.00,0.00,3.75,0.00,0.00,0.00,237.00,1142,2225
7086361926,2016-05-01,12390,8.07,0.00,2.30,0.90,4.85,0.00,30.00,15.00,258.00,685,2730
8053475328,2016-05-01,1170,0.85,0.00,0.00,0.00,0.85,0.00,0.00,0.00,51.00,1389,1886
8378563200,2016-05-01,11419,9.06,0.00,6.03,0.56,2.47,0.00,71.00,10.00,127.00,669,3369
8583815059,2016-05-01,4512,3.52,0.00,0.78,0.12,2.04,0.00,10.00,2.00,117.00,1311,2596
8792009665,2016-05-01,1619,1.04,0.00,0.00,0.00,1.04,0.00,0.00,0.00,79.00,834,1962
8877689391,2016-05-01,10930,8.32,0.00,3.13,0.57,4.57,0.00,36.00,12.00,166.00,1226,2786
1503960366,2016-05-02,14727,9.71,0.00,3.21,0.57,5.92,0.00,41.00,15.00,277.00,798,2004
1624580081,2016-05-02,7155,4.93,0.00,0.86,0.59,3.47,0.00,7.00,6.00,166.00,1261,1497
1644430081,2016-05-02,3758,2.73,0.00,0.07,0.31,2.35,0.00,1.00,7.00,148.00,682,2580
1844505072,2016-05-02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1348
1927972279,2016-05-02,3790,2.62,0.00,1.16,0.30,1.16,0.00,16.00,8.00,94.00,1322,2505
2022484408,2016-05-02,10379,7.29,0.00,2.61,0.34,4.33,0.00,36.00,8.00,277.00,1119,2473
2026352035,2016-05-02,7018,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,355.00,716,1690
2320127002,2016-05-02,3634,2.45,0.00,0.36,0.21,1.88,0.00,5.00,6.00,123.00,1306,1613
2873212765,2016-05-02,7525,5.06,0.00,0.00,0.21,4.83,0.02,0.00,7.00,334.00,1099,1878
3977333714,2016-05-02,16520,11.05,0.00,1.54,6.48,3.02,0.00,24.00,143.00,176.00,713,1760
4020332650,2016-05-02,475,0.34,0.00,0.00,0.04,0.29,0.00,0.00,11.00,31.00,1350,2207
4319703577,2016-05-02,9261,6.24,0.00,0.00,0.44,5.71,0.00,0.00,11.00,344.00,585,2270
4388161847,2016-05-02,10096,8.40,0.00,3.77,0.08,4.55,0.00,33.00,4.00,204.00,935,3147
4445114986,2016-05-02,6910,4.75,0.00,2.21,0.19,2.35,0.00,27.00,4.00,200.00,667,2336
4558609924,2016-05-02,7891,5.22,0.00,0.00,0.00,5.22,0.00,0.00,0.00,383.00,1057,2066
4702921684,2016-05-02,7245,5.92,0.00,0.38,1.74,3.76,0.00,5.00,40.00,195.00,1131,2859
5553957443,2016-05-02,9769,6.38,0.00,1.06,0.41,4.90,0.00,23.00,9.00,227.00,724,1996
5577150313,2016-05-02,7439,5.56,0.00,1.12,0.35,4.07,0.00,37.00,20.00,235.00,732,3014
6117666160,2016-05-02,4933,3.73,0.00,0.00,0.00,3.73,0.00,0.00,0.00,236.00,1204,2044
6290855005,2016-05-02,6781,5.13,0.00,0.00,0.00,5.11,0.02,0.00,0.00,268.00,1172,2725
6775888955,2016-05-02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1841
6962181067,2016-05-02,12912,8.54,0.00,1.20,2.00,5.34,0.00,18.00,39.00,313.00,655,2162
7007744171,2016-05-02,13041,9.18,2.83,4.64,0.70,3.83,0.00,64.00,14.00,250.00,1112,2642
7086361926,2016-05-02,10052,6.81,0.00,3.48,0.66,2.66,0.00,66.00,26.00,139.00,737,2754
8053475328,2016-05-02,1969,1.43,0.00,0.00,0.00,1.43,0.00,0.00,0.00,95.00,1345,1988
8378563200,2016-05-02,6064,4.81,2.09,0.63,0.17,4.01,0.00,63.00,4.00,142.00,802,3491
8583815059,2016-05-02,8469,6.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2894
8792009665,2016-05-02,1831,1.17,0.00,0.00,0.00,1.17,0.00,0.00,0.00,101.00,916,2015
8877689391,2016-05-02,4790,3.64,0.00,0.00,0.00,3.56,0.00,0.00,0.00,105.00,1335,2189
1503960366,2016-05-03,15103,9.66,0.00,3.73,1.05,4.88,0.00,50.00,24.00,254.00,816,1990
1624580081,2016-05-03,2100,1.37,0.00,0.00,0.00,1.34,0.02,0.00,0.00,96.00,1344,1334
1644430081,2016-05-03,12850,9.34,0.00,0.72,4.09,4.54,0.00,10.00,94.00,221.00,1115,3324
1844505072,2016-05-03,4059,2.68,0.00,0.00,0.00,2.68,0.00,0.00,0.00,184.00,1256,1742
1927972279,2016-05-03,1326,0.92,0.00,0.73,0.00,0.18,0.00,10.00,0.00,17.00,1413,2195
2022484408,2016-05-03,12183,8.74,0.00,3.99,0.46,4.28,0.00,72.00,14.00,250.00,1104,2752
2026352035,2016-05-03,5992,3.72,0.00,0.00,0.00,3.72,0.00,0.00,0.00,304.00,981,1604
2320127002,2016-05-03,7443,5.02,0.00,1.49,0.37,3.16,0.00,20.00,10.00,206.00,1204,1878
2873212765,2016-05-03,7412,4.98,0.00,0.06,0.25,4.66,0.01,1.00,6.00,363.00,1070,1906
3977333714,2016-05-03,14335,9.59,0.00,3.32,1.74,4.53,0.00,47.00,41.00,258.00,594,1710
4020332650,2016-05-03,4496,3.22,0.00,0.00,0.00,3.15,0.05,0.00,0.00,174.00,950,2828
4319703577,2016-05-03,9648,6.47,0.00,0.58,1.07,4.83,0.00,8.00,26.00,287.00,669,2235
4388161847,2016-05-03,12727,9.79,0.00,1.13,0.78,7.88,0.00,18.00,18.00,306.00,984,3290
4445114986,2016-05-03,7502,5.18,0.00,2.48,0.11,2.58,0.00,30.00,2.00,233.00,725,2421
4558609924,2016-05-03,5267,3.48,0.00,0.60,0.28,2.60,0.00,21.00,10.00,237.00,1172,1953
4702921684,2016-05-03,9454,7.67,0.00,0.00,0.00,7.67,0.00,0.00,0.00,313.00,729,3145
5553957443,2016-05-03,12848,8.39,0.00,1.50,1.20,5.68,0.00,26.00,29.00,247.00,812,2116
5577150313,2016-05-03,11045,8.25,0.00,4.52,0.15,3.57,0.00,97.00,8.00,212.00,580,3795
6117666160,2016-05-03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1496
6290855005,2016-05-03,6047,4.57,0.00,0.00,0.00,4.57,0.00,0.00,0.00,240.00,1200,2671
6775888955,2016-05-03,9,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,1.00,1439,1843
6962181067,2016-05-03,12109,8.12,0.00,1.74,2.04,4.33,0.00,21.00,36.00,267.00,654,2072
7007744171,2016-05-03,14510,10.87,4.91,4.48,1.02,5.36,0.00,58.00,31.00,330.00,1021,2976
7086361926,2016-05-03,10288,6.76,0.00,2.74,0.85,3.16,0.00,57.00,36.00,152.00,761,2754
8053475328,2016-05-03,15484,11.90,0.00,8.39,0.93,2.59,0.00,87.00,22.00,165.00,1166,3023
8378563200,2016-05-03,8712,6.91,2.25,1.34,1.06,4.50,0.00,71.00,20.00,195.00,822,3784
8583815059,2016-05-03,12015,9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,3212
8792009665,2016-05-03,2421,1.55,0.00,0.00,0.00,1.55,0.00,0.00,0.00,156.00,739,2297
8877689391,2016-05-03,10818,8.21,0.00,1.39,0.10,6.67,0.01,19.00,3.00,229.00,1189,2817
1503960366,2016-05-04,11100,7.15,0.00,2.46,0.87,3.82,0.00,36.00,22.00,203.00,1179,1819
1624580081,2016-05-04,2193,1.43,0.00,0.00,0.00,1.42,0.00,0.00,0.00,118.00,1322,1368
1644430081,2016-05-04,2309,1.68,0.00,0.00,0.00,1.66,0.02,0.00,0.00,52.00,1388,2222
